"input","add_tag","final_reply_content","tagList"
字帖在哪里领,否,字帖资料会在开课后，我直接在群里发给大家的，您别着急✏️咱们 5 月 3 号晚上 6 点 50 第一节课开始时，我会把链接和资料都准备好。这两天您可以先备一支毛笔，不用太专业，能蘸墨书写就行，期待您跟着陈墨院长一起动笔呀！,"260503;有时间"
什么是动笔,否,您别误会，我说的“动笔”就是咱们拿起毛笔在纸上实际书写的意思哈。看您平时就在练习，那这次跟着陈墨院长的课学，肯定能纠正不少习惯，让字更漂亮。既然工具都齐了，那 5 月 3 号晚上咱们就准时见，期待看到您的进步！✏️,"260503;重要;有时间;有工具;有工具"
知道了[微笑],是,"","260503"
收到,是,"","260501;有时间;有工具;有工具"
可以,否,太好了，收到您能准时来上课的消息真让人开心！\n明天晚上七点咱们就正式开课啦。对了同学，在上课前想问问您，之前有了解过陈小朵老师吗？,"260502"
我是零基础的，怕学不好,否,您别担心，咱们课程就是专为零基础设计的✏️。陈墨院长会从握笔、坐姿这些最基础的教起，一步步带着您练。很多和您情况一样的同学，最后都写出了漂亮的作品呢。书法本来就能让人静心，您放松跟着学就好，5 月 3 号晚上见！,"260503;有时间"
老师您好，方便感谢[爱心][合十][合十][咖啡][玫瑰][玫瑰],是,"","260503;重要"
收到,是,"","260501;没时间;有工具;有工具"
可以哦,是,"","260503"
有,是,"","260503;有时间"
方便,否,收到啦！今晚 18:50 就是咱们第一节毛笔书法体验课，陈墨院长会亲自带大家感受笔墨的乐趣🎨。您提前备好纸笔，一会儿开课前我拉您进群发链接，咱们晚上见！,"260501"
收到,是,"","260501;有时间;有工具;有工具"
方便,是,"","260503"
非常感谢老师,否,🥰 您太客气啦，能陪伴您一起学书法我也很开心。后天 5 月 3 号晚上 6 点 50 分咱们就正式开课了，这两天您可以先准备一支毛笔和墨汁，不用太专业，能写字就行。期待在直播间见到您，咱们一起静心练字，享受这段美好时光。,"260503;重要;有时间"
方便,是,"","260503;重要"
"666",否,收到您的 666 啦！看来您状态不错呢～咱们 5 月 3 号周日晚上 6 点 50 就正式开课了，这是毛笔书法体验课，零基础也能轻松跟上。这两天您可以先备支毛笔，到时候跟着陈墨院长一起静心练字，特别放松🌼,"260503"
老师没问题！谢谢！,否,您太客气啦，能帮到您我也很开心🥳。既然工具都齐备了，那咱们就安心等待 5 月 3 号晚上的开课。这两天您可以先放松心情，到时候跟着陈墨院长的节奏慢慢写，享受这段专注的书写时光就好。有任何小疑问随时找我哈。,"260503;有时间"
[OK],否,太好了，收到您能准时来上课的消息真让人开心！\n明天晚上七点咱们就正式开课啦。对了同学，在上课前想问问您，之前有了解过陈小朵老师吗？,"260502"
好👌🏻,是,"","260503"
有的,是,"","260503;有时间"
收到,是,"","260501;有时间;有工具;有工具"
早上好！,否,🌞 早上好呀！看到您这么有精神真开心。咱们5月3号周日晚6点50分就要正式开课啦，这两天您可以先准备下毛笔和宣纸，不用太专业，家里有的先用着就行。期待在陈墨院长的课堂上见到您，一起感受毛笔书写的乐趣。,"260503;重要"
"666",否,🤗 收到您的 666 啦！看来您心情不错呀。咱们 5 月 3 号晚 6 点 50 的毛笔书法体验课马上就开始咯，陈墨院长会带大家从零基础入门。这两天您可以先备支毛笔，不用太专业，能蘸墨就行。期待在课堂上见到您，一起静心写写字吧,"260503"
可以,是,"","260503"
"666",是,"","260503"
收到,是,"","260501;有时间;有工具;有工具"
"666",否,收到您的 666 啦，看来您热情满满呀！咱们 5 月 3 号周日晚上 6 点 50 就正式开课了，这是毛笔书法体验课，零基础也能轻松跟上。这两天您可以先准备下纸笔墨，不用太专业，顺手就行。期待您在课堂上感受书写的静心与乐趣，到时候我发链接给您哈✏️,"260503;有时间"
"666",否,🌟 收到您的信号啦！看来您已经准备好迎接书法之旅了。5 月 3 号周日晚上 6 点 50 分，咱们在直播间见，我会提前把上课链接发给您。这两天您可以先找支毛笔和墨汁，不用太专业，能写字就行，期待和您一起静心练字哦,"260503;有时间"
方便,是,"","260503;重要"
方便。,是,"","260503;重要"
"666",否,🎉 收到您的信号啦！看来您已经准备好迎接书法之旅了 5 月 3 号周日晚上 6 点 50 分，陈墨院长会带大家体验毛笔书法的魅力。这两天您可以先找支毛笔试试手感，期待和您一起静心练字哦,"260503;有时间"
有,是,"","260503;有时间"
清禾老师：早上好。[呲牙][呲牙],否,"",唱歌讲师号;251014;已报名;付费学员
什么时候开始上课啊？老师,否,"","260414;有时间;有工具;有工具;出勤A;作业1;出勤B;出勤C;出勤D;出勤G;出勤E;出勤F"
老师早上好，谢谢您！辛苦了！,否,早上好呀！收到您的问候心里暖暖的🌼。咱们后天 5 月 3 号晚上 6 点 50 分就要正式开课啦，这两天您可以先准备下毛笔和墨汁。跟着陈墨院长练字能让人心静下来，特别期待看到您提笔的样子，有任何问题随时找我哦！,"260503;重要;有时间"
老师辛苦了。[玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰],否,"",唱歌讲师号;251014;已报名;付费学员
五一节快乐。[烟花][烟花][烟花][烟花][烟花][烟花][烟花][烟花][烟花][烟花][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][玫瑰][爆竹][爆竹][爆竹][爆竹][爆竹][爆竹][爆竹][爆竹][爆竹][爆竹][太阳][太阳][太阳][太阳][太阳][太阳][太阳][太阳][太阳][太阳],否,"",唱歌讲师号;251014;已报名;付费学员
"666",否,收到您的 666 啦，感受到您满满的热情！咱们 5 月 3 号周日晚上 6 点 50 就正式开课了，这是毛笔书法体验课，零基础也能轻松跟上。这两天您可以先准备下纸笔墨，不用太专业，顺手就行。期待您在课堂上感受书写的静心与乐趣，到时候我发链接给您哈✏️,"260503;有时间"
好的谢谢,是,"","260503"
行！,是,"","260501;有时间"
好的老师，收到[抱拳][抱拳],否,收到啦！您太客气了🤗。那咱们就安心等到开课，跟着陈墨院长一起提笔练字。这两天您可以先备好文房四宝，哪怕是最基础的毛笔和墨汁也行。书法能让人心静，特别期待您在课堂上展现风采，有任何准备上的问题随时喊我哦！,"260503;重要;有时间"
老师早上好，嗯，谢谢你的关心。我真的没有时间，家里外头孩子很多事情，所以说谢谢老师。,否,"","260422;赠品单;待填地址"
感谢老师收到[爱心][拥抱][咖啡][合十][合十][玫瑰][玫瑰],否,您太客气啦，看到您这么热情我也很开心！🌼 后天 5 月 3 号晚上 6 点 50 分咱们就正式开课了，这两天您可以先准备一支毛笔和墨汁，不用太专业，能写字就行。期待在直播间见到您，咱们一起静心练字，享受这段美好时光。,"260503;重要;有时间"
老师好，我晚上不能坚持听课了，所以退群吧。顺祝五一节快乐！,否,收到您的祝福，也祝您五一快乐呀！🌼 今晚是陈墨院长的直播首秀，很多原本犹豫的同学试了一节都觉得特别静心放松。您看要不先把工具备好，有空就来听一节体验一下？若实在来不了，记得在直播间停留 10 分钟以上，系统才能生成回放供您后续观看哦。,"260501;有时间;有工具;有工具"
收到。谢谢🙏,是,"","260501;有时间;有工具;有工具"
笔墨纸砚都有，就是不会写字[呲牙][抱拳],是,"","260503;重要;有时间"
[OK],否,收到啦！那您就安心等着，5 月 3 号周日晚上 6 点 50 分，我会准时在群里发上课链接给您📝。这两天您可以先把笔墨纸砚找出来放好，到时候跟着陈墨院长直接动笔练，咱们一起轻松开启书法之旅～,"260503;有时间;有工具;有工具"
已俱备齐全，期待老师讲课。,是,"","260503;重要;有时间"
老师你好！,否,您好呀！收到您的问候真开心～咱们5月3号周日晚6点50分准时开课，是陈墨院长亲自讲授的毛笔书法体验课。这两天您可以先备支毛笔，不用太专业，能蘸墨就行。期待和您一起静心练字，感受笔墨乐趣✏️,"260503;重要"
我已经退群了，今晚看看有没有时间吧，尽量听听课。谢谢老师！,否,您太客气啦！能来听听就是给自己一段放松时光🌼 我稍后把入口发您。哪怕只听一会儿，对用笔也会有新感悟，期待在直播间见到您哦！,"260501;有时间;有工具;有工具"
"{""messageType"":""voice"",""messageTranscript"":""我现在上班了，哎呀，白天晚上都要上班，很忙的，不好意思，没时间看老师的衔接，还请老师多多包涵啊。"",""messageContent"":""http://dragnet-sunlands.oss-accelerate.aliyuncs.com/20260501/e753b159d43658dbcf2791e843e",否,"","260424;作业1;作业2;作业3;完课8"
"{""messageType"":""voice"",""messageTranscript"":""老师早上好，我看明白了。五月三日、六点五十分，我们不见不散。"",""messageContent"":""http://dragnet-sunlands.oss-accelerate.aliyuncs.com/20260501/YinJingTing_5_yinjingting_1777589061644.mp3""}",否,早上好呀！看到您这么期待，我心里真高兴🌻。那咱们就约好 5 月 3 号晚上 6 点 50 分不见不散！这两天您可以先试着拿毛笔在纸上随意画几笔，找找手感，跟着陈墨院长学书法特别能静心。开课前我会把教室入口发给您，有任何小疑问随时喊我哦！,"260503;重要;有时间;有工具;有工具"
没,是,不认识没关系呀，小朵老师深耕歌唱行业 30 多年，是北京奥运会《我和你》原唱，也是中国歌剧舞剧院首席女高音和中国音乐学院博士，常受邀在央视演出。对了同学，您之前接触过唱歌吗？,"260502"
"5月3日6:50分，不见不散[抱拳][抱拳][呲牙][呲牙]",否,收到您的约定啦！看到您这么准时，我特别放心👍。那咱们就 5 月 3 号晚上见！这两天您可以先用毛笔在纸上随意划划，找找手感，跟着陈墨院长学书法特别能让人静心。开课前我会把教室链接发给您，有任何小问题随时喊我哦！,"260503;重要;有时间;有工具;有工具"
好的老师[抱拳][抱拳][抱拳],否,"","260503;重要;有时间;有工具;有工具"
好的,否,收到啦！那您这两天可以先暖暖手，找找书写感觉～陈墨院长的课特别注重基础笔法，很多零基础同学第一节课就能写出漂亮的线条呢✏️ 5月3号晚上6点50分，咱们准时直播间见，期待看到您的第一幅作品哦！,"260503;重要;有时间;有工具;有工具"
谢谢,否,不客气呀，能帮到您我也很开心！🤗 还有两天咱们就正式开课啦，5 月 3 号晚上 6 点 50 分，记得预留出时间哦。这两天您可以先找找家里的毛笔和宣纸，没有的话普通白纸也能先练练手感，期待在课堂上见到您！,"260503;重要"
方便,是,"","260503;重要"
方便开通。,是,"","260503"
收到,是,"","260501;有时间;有工具;有工具;回复时段1"
谢谢老师的鼓励[玫瑰],否,🥰 您太客气啦！看到您这么认可，老师心里暖暖的。昨晚的猫咪线条练得顺手吗？有没有觉得哪里难下笔？今晚陈墨老师要教《桂林山水》的皴法了，特别精彩！咱们一起挑战新技法，期待您在直播间的大作哦！,"260429;有时间;赠品单;已领取赠品;猫-毛画的黑不飘逸"
"《月下独酌·其一》
        唐·李白
     🌸🌸🌸🌸
     花间一壶酒，
     独酌无相亲。
     举杯邀明月，
     对影成三人。
     月既不解饮，
     影徒随我身。
     暂伴月将影，
     行乐须及春。
     我歌月徘徊，
     我舞影零乱。
     醒时同交欢，
     醉后各分散。
     永结无情游，
     相期邈云汉。",否,"","260501;有时间;有工具;有工具"
直播课吗,否,是的呢，咱们是连续 6 天的线上直播课，由陈墨院长亲自授课。每晚 6 点 50 开始，大概 90 分钟。直播互动氛围特别好，能跟着老师一起动笔，感受毛笔在纸上运行的乐趣，很解压的✏️开课前我会把入口发给您，您放心哈。,"260503"
我已经添加了你，现在我们可以开始聊天了。,否,同学早上好呀，我是陈小朵声乐体验课的班主任\n明天 5 月 2 号开始，我们将连续六天在晚上 7 点带您学习发声和演唱技巧。那这个上课时间您方便来上课吗？,"260502"
有的,是,"","260503;有时间"
你好！,否,您好呀！看到您回复真开心～咱们毛笔书法体验课是 5 月 3 号周日晚上 6 点 50 分开课，连续 6 晚由陈墨院长亲自带大家入门。这两天您可以先准备支毛笔，不用太专业，能蘸墨就行。到时候我拉您进群发链接，您看这时间方便安排吗？🌼,"260503"
有,是,"","260503;重要;有时间"
方便,是,"","260503"
收到,否,"","260501;有时间;有工具;有工具;国画;回复时段2"
书法的群叫什么名儿？我找一下,否,您别急，咱们正式的学习群我会在开课前拉您进去，到时候群里会有明确的名字和上课链接📍。这两天您先安心准备纸墨，等群建好了，我第一时间邀请您，保证您能顺利找到组织！,"260503;有时间;有工具;有工具"
好的谢谢,是,"","260503;重要"
好，谢谢老师[合十],否,您太客气啦！🤝 这两天您可以先试着用现有的工具随意写写，找找手感。陈墨院长的课特别注重基础笔法，哪怕零基础也能轻松跟上。咱们 5 月 3 号晚上见，期待看到您的第一幅作品哦！,"260503;重要;有时间;有工具;有工具"
好的！,是,"","260503"
谢谢老师,否,不客气呀～这两天您可以先准备下毛笔和墨汁，不用太专业，能写字就行。5 月 3 号晚 6 点 50 分陈墨院长会带大家体验毛笔书法的魅力，练字特别能静心，期待和您一起提笔书写 🖌️,"260503;重要;有时间"
[合十],是,"","260503"
[合十][爱心][强],是,同学太客气啦，看到您这么支持真开心！\n零基础完全不用担心，小朵老师会把音准、气息这些基础拆碎了教，只要跟着练，进步会比您想的快很多哈。对了，好奇问问您现在是上班还是退休呀？,"260502;激活;激活;待介绍老师"
[OK],否,收到啦，看到您确认我就放心了✌️ 还有两天就开课，您可以先提前准备一支毛笔和墨汁，家里普通的宣纸或者旧报纸也能练。这两天有任何准备上的小问题随时找我，咱们一起轻松迎接陈墨院长的直播课！,"260503;有时间"
嗯好的,否,收到啦～那您先忙，工具不着急，简单的毛笔墨汁就行。5 月 3 号晚陈墨院长会带大家体验毛笔书法的静心乐趣，开课前我会把链接发给您，期待和您一起提笔 🖌️,"260503;重要;有时间"
我去准备,否,您太积极啦！其实工具不挑，超市或文具店买支普通毛笔、墨汁和书法纸就行，没有专用纸先用宣纸替代也完全没问题👍。哪怕工具没齐，5 月 3 号晚上先来听陈墨院长讲课，光看示范也能有所收获呢。准备好随时跟我说哈～,"260503;有时间"
收到,是,"","260501;有时间"
[OK],否,收到啦，看到您确认我就放心了✌️ 开课前两天正好可以提前把家里的毛笔、墨汁和宣纸找出来备着，不用太专业，能写字就行。到时我会把直播链接发给您，咱们跟着陈墨院长一起静心练字，期待和您见面！,"260503;有时间"
有的！,是,"","260503;有时间"
收到,是,"","260501;有时间;有工具;有工具"
无特殊情况就会依时听课，谢谢,是,"","260503"
方便,是,"","260504;已填地址"
字写的太好了,否,您过奖啦！其实呀，咱们这次体验课就是带您从零开始感受毛笔书法的魅力。陈墨院长讲课特别细致，很多零基础的同学上完第一节课都能写出漂亮的笔画呢。5 月 3 号晚上 6 点 50 分准时开课，您记得提前准备好纸笔，跟着院长慢慢练，也能写出一手好字的✏️,"260503"
收到,是,"","260501;有时间;有工具;有工具"
收到[玫瑰],是,"","260503"
收到,是,"","260501;有时间;无工具;无工具"
[好的],否,收到您的确认啦！那老师就放心帮您登记好名额了。这两天您可以先准备一支毛笔和一点墨汁，咱们是毛笔书法课，工具很简单，家里有的话直接用上就行👍,"260503;有时间"
雯雯老师：方便，可以回放吗？谢谢你！,否,有回放的哈~不过建议您今晚尽量来直播间，因为需要停留满 10 分钟系统才能自动生成回放。这是陈墨院长精心准备的毛笔书法体验课，现场跟着练笔感更好，也能更静心🌼 您今晚准备好纸笔，咱们准时见！,"260501;2026Y2;国画"
有，毛笔、水写布,是,"","260503;有时间"
"{""messageType"":""voice"",""messageTranscript"":""好的好的，谢谢老师。我今年七十多岁了，随便学习一点修修身心。"",""messageContent"":""http://dragnet-sunlands.oss-accelerate.aliyuncs.com/20260501/LuYingNan_3_luyingnan_1777589963358.mp3""}",否,✌️ 您这心态特别好书法本来就是修身养性的，很多七十多岁的同学都在学，大家聚在一起写字特别静心。陈墨院长讲课通俗易懂，零基础也能跟上。您就放宽心，3 号晚上跟着节奏慢慢写，享受这段专注的时光就好啦,"260503;有时间;有工具;有工具"
嗯。小乔老师，嗯。我是许玲。我早就想进这个班了，但是。哎,否,"","260424;2026Y2;完课5;完课6;完课8"
有,是,"","260503;有时间"
"{""messageType"":""voice"",""messageTranscript"":""好的，好的，谢谢老师。"",""messageContent"":""http://dragnet-sunlands.oss-accelerate.aliyuncs.com/20260501/LuYingNan_3_luyingnan_1777590033473.mp3""}",否,✌️ 您太客气啦 能静下心来写字就是最大的收获。很多像您这个年纪的同学，刚开始也只想随便练练，结果发现手眼协调变好了，心情也更舒畅。咱们跟着陈墨院长的节奏，轻松享受这段专注时光就好，3 号晚上见哦,"260503;有时间;有工具;有工具"
学楷字吗？,否,学的哈，咱们这次体验课就是从楷书入门开始的✏️。陈墨院长会带大家从最基础的笔法学起，像颜体、欧体这些经典楷书都会涉及到。您正好趁这两天把毛笔和水写布准备好，5 月 3 号晚上跟着院长一起动笔试试，感受一下楷书的韵味～,"260503;有时间;有工具;有工具"
老师好，请问你们一共有几位老师呀？,否,🤗 同学好呀！咱们主讲是陈墨院长，还有玄墨、承古等几位老师共同教研呢。不过日常答疑和陪伴您学习的，主要是我雯雯老师哈。待会儿 6 点 50 分第一节课就要开始啦，准备好纸笔，跟着院长动笔写，享受这段静心时光哦,"260501;有时间"
小乔老师：我可以和您私聊吗？,否,"","260424;2026Y2;完课5;完课6;完课8"
我已经添加了你，现在我们可以开始聊天了。,是,"","260503"
可以的,否,太好了，收到您的确认啦！那 5 月 3 号周日晚上 6 点 50 分，我会准时把上课链接发给您。这是毛笔书法体验课，您提前准备一支毛笔和墨水就行，不用太专业，咱们跟着陈墨院长轻松入门就好🌼,"260503;有时间"
好的，谢谢你！,是,"","260501;2026Y2;国画"
想学行楷、行草,否,🌼 您想学的行楷和行草，其实都是在楷书基础上延伸的。陈墨院长这次课会先带大家把楷书笔法根基打牢，有了这个底子，后面学行书就特别顺手啦。5 月 3 号晚上您先来听听院长讲基础，感受一下毛笔在纸上的流动感,"260503;有时间;有工具;有工具"
小月是老师吗？,否,小月不是咱们的老师哦，您要注意辨别，别被陌生人误导啦。咱们主讲是陈墨院长，还有玄墨、承古等几位老师协助教学。今晚 6 点 50 分第一节课就要开始咯，准备好纸笔，跟着院长一起静心书写吧✏️,"260501;有时间"
[强][强][强],是,"","260503;有时间"
早上好,否,早上好呀！看到您精神这么好真开心 🌞。咱们 5 月 3 号就要正式开课啦，这两天您可以先备一支毛笔，不用太专业，普通的就行。跟着陈墨院长练字特别能静心，期待和您一起感受笔墨的乐趣！,"260503;重要"
我有,是,"","260503;有时间"
老师，早上好,否,早上好呀！看到您这么有精神真开心 🌞。\n\n咱们 5 月 3 号周日晚上的书法体验课马上要开始啦，这是陈墨院长亲自带的毛笔书法课，零基础也能轻松跟上。这两天您可以先准备一支毛笔和墨水，不用太专业，顺手就行。\n\n期待和您一起在墨香里静下心，享受书写的乐趣 。,"260503;重要"
地址已经发给你了,否,📦 收到啦！您的地址信息我已经登记好，工具包马上安排发货，预计两三天就能到您手中。您收到工具后先随便涂鸦试试手感，到时候跟着陈墨院长慢慢学，享受这段静心时光就好啦,"260504;赠品单;已填地址"
学习 资料,否,您是想提前准备学习资料吗？别急，咱们这是毛笔书法体验课，主要跟着陈墨院长直播练手。📚开课前我会把链接发给您，您只需备好纸笔墨，哪怕用普通毛毡垫着也能写。5 月 3 号晚上见，先放松心态来体验就好啦！,"260503"
我先听一下直播间老师讲课,否,没问题呀，咱们这次就是直播体验课，专门听陈墨院长讲课的 🎨。院长是及象书画院的创始人，很多零基础的同学听完都觉得特别受益，不仅能学到用笔技巧，还能静心放松呢。5 月 3 号晚上我会把入口发给您，提前准备好纸笔就能跟着练啦！,"260503;重要"
方便,是,"","260503;重要"
"山西省太原市迎泽区青年路东陵里6号院化验3号楼
王伟
电话13453105639",否,收到啦王伟同学！您的收货地址信息我已经完整记录下来了📝。我们会尽快为您安排发货，请您耐心等待哦。这几天您可以先整理一下家里的笔墨纸砚，5 月 4 号晚上跟着陈墨院长体验国画的乐趣，期待看到您的作品！,"260504;赠品单;已填地址"
收到谢谢[玫瑰][咖啡],是,"","260501;有时间;无工具;无工具"
[握手],是,"","260503"
可以,是,"","260503"
收到,是,"","260501"
方便,是,"","260503"
"{""messageType"":""video"",""messageContent"":""http://dragnet-sunlands.oss-accelerate.aliyuncs.com/20260501/BiXue_3_bixue_1777590341705.mp4""}",否,收到您的消息啦！陈墨院长会亲自带大家体验毛笔书法的魅力，哪怕零基础也能轻松跟上。您记得提前准备好毛笔和墨汁，咱们一起静心练字，享受这段美好时光🎨,"260501;有时间"
怎么收费,否,您放心，这次是陈墨院长亲授的免费体验课，全程不收取任何费用呢！👍\n\n很多同学都担心有隐形消费，其实咱们就是纯粹想带大家感受毛笔书法的魅力，静心又解压。您只要准备好纸笔墨，跟着院长轻松学就行。5 月 3 号晚上开课，我到时候把链接发给您哈。,"260503;重要"
[握手],否,收到您的握手啦，心里暖暖的！🤝\n\n咱们5月3号晚上6点50的毛笔书法体验课马上就开始咯。这两天您可以先提前把家里的毛笔、墨汁和宣纸找出来备着，不用太专业，能写字就行。\n\n陈墨院长会亲自带大家从零基础入门，到时候我会在群里发链接提醒您，期待和您一起静心练字呀！,"260503;有时间"
六天学什么,否,这六天咱们主要跟着陈墨院长从楷书入门，一步步学到行草呢。每天会掌握一个核心技法，还能亲手写出《吉日》《天道》《福由心生》等六幅完整作品📝。\n\n不仅能学会正确的握笔运笔，更能让您在笔墨间静下心来，感受专注书写的乐趣。两天后正式开课，期待看到您的第一幅习作呀！,"260503;重要"
"{""messageType"":""image"",""messageContent"":""http://dragnet-sunlands.oss-accelerate.aliyuncs.com/20260501/LiuShuMin_liushumin02_1777590374225.jpg""}",否,"收到同学的作业啦！老师先仔细看看，稍后给您做详细的点评指导。画得很用心哦！\r\n{\""messageType\"": \""review\"", \""messageDelay\"": \""0\"", \""messageContent\"": \""同学您好，看到这幅《猫咪戏蝶》，老师心里真是乐开了花！您笔下的这只小猫太有灵气了，特别是那双圆溜溜的金黄色大眼睛，画得炯炯有神，仿佛真的在专注地盯着右上角的蝴蝶看呢。您在处理猫毛时，墨色的浓淡变化运用得很棒，笔触既有力度又很细腻，把猫咪那种毛茸茸、憨态可掬的感觉表现得淋漓尽致。旁边那只红色的蝴蝶点缀得恰到好处，色彩鲜艳，一下子就让画面生动了起来，充满了生活情趣。整幅作品构图饱满，意境温馨，能感受到您作画时的快乐心情。非常有天赋，请继续保持这份热情，期待您下一幅更精彩的作品！\""}","260429;赠品单;已填地址;有时间;梅-树干上雪没有留下来;猫-毛画的黑不飘逸"
老师您好，相信科技，一点不假，这几天外面有很多打电话的，我也不知道什么原因，严重影响工作，请老师见谅，不要再废[爱心]思,否,"","260420;回复时段1;回复时段2;作业2;作业3"
[握手],是,"","260503"
体验一下,否,太好了！您愿意来体验，我就放心啦～🥳 这次是陈墨院长亲自带的毛笔书法课，从最基础的握笔开始教，零基础也能轻松跟上。5 月 3 号晚上开课，我到时候把链接发您，咱们一起静下心来写写字，就当给自己留段放松时光～,"260503;重要"
可以,是,"","260503;重要"
[抱拳][抱拳][抱拳][OK],否,🤗 收到您的心意啦 看来工具都准备得差不多咯？其实普通毛笔和墨汁就能开始，不用太讲究。这两天您可以先试试手，感受下笔尖在纸上的触感，很解压的。5 月 3 号晚上 6 点 50 分，陈墨院长会带大家正式体验，到时候我发链接给您，咱们一起静心写两笔,"260503;有时间"
"{""messageType"":""voice"",""messageTranscript"":""老师早上好，这是我的那个书法课吗？嗯，我的那个书法课不知道什么时候开课，我看不到系统里面嗯，将我转刻了。"",""messageContent"":""http://dragnet-sunlands.oss-accelerate.aliyuncs.com/20260501/YuanLei_5_yuanlei04_177",否,🌼 早上好呀！今天是 5 月 1 号，咱们书法体验课就是今晚 6 点 50 分准时开始哦。系统显示可能有延迟，您别着急，今晚开课前我会直接把直播链接发给您，到时候点链接就能进教室跟着陈墨院长练毛笔字啦。您先把纸笔准备好，今晚咱们一起静心写两笔,"260501;2026Y2;有时间"
有,否,太好了，工具齐全咱们就能跟着陈墨院长动笔练啦✏️其实普通毛笔和墨汁就够用，不用特意买贵的。这两天您可以先试试手感，找找写字时静心专注的感觉。5 月 3 号晚上 6 点 50 分开课，到时候我发链接给您，咱们一起享受这段书写时光～,"260503;有时间"
"{""messageType"":""image"",""messageContent"":""http://dragnet-sunlands.oss-accelerate.aliyuncs.com/20260501/749351ff3f26674863561b8343345f72_803a343b-c551-4fa5-acd4-ac570ad659d5.jpg""}",否,"","260424;有时间;回复时段2;二线城市;三线及其它城市;作业1;回复时段6;完课1;完课2;作业2;回复时段8;完课3;完课4;作业3;回复时段12;完课5;完课6;完课8;完课9;完课10;完课11;完课12"
"{""messageType"":""voice"",""messageTranscript"":""哎，小强老师早上好。是的是的，就是在少工老师昨天晚上的课了。嗯，买的那个叫那个牌子叫什么联想吗？是什么？但我不知道，我就好在就来了，我就是说是这个地址。"",""messageContent"":""http://dragnet-sunlands.oss-accelerate.aliyuncs.com/20260501",否,"",赠品单;已领取赠品;回复时段11;2025Y11
[抱拳],否,🤗 收到您的心意啦这两天您可以先准备一下毛笔和纸张，不用太专业，普通的就行。5 月 3 号晚上 6 点 50 分，我会准时把上课链接发给您，咱们跟着陈墨院长一起体验毛笔书法的魅力，期待和您见面哦,"260503;有时间"
老师早上好,否,早上好呀！今天就是咱们书法课第一天啦🌼。陈墨院长会带着大家从基础握笔教起，您手边备好毛笔和纸就行。白天忙您的，晚上有空随时进来体验这段静心时光哈～,"260501;2026Y4;无工具;无工具;有时间"
有的,是,"","260503;重要;有时间"
好的,是,"","260503"
方便,是,"","260503"
"{""messageType"":""voice"",""messageTranscript"":""小强老师，我谢谢你啊，谢谢你每次都给我发信息。现在因为有好多事情，有时候没有听听不上课在外地，所以这昨前天回来了，回来我们一共发的信息，我就能按时能我们争取按时听课。但是现在七点钟我们这个地方太早了，七点钟在外面外面活动的，我们到十点九点半才天黑。"",""messageContent"":""http://dragn",否,"",赠品单;已领取赠品;回复时段11;2025Y11
收到，谢谢老师[玫瑰][玫瑰][玫瑰],是,"","260501;有时间"
"🌺让快樂，天天出现。💐 让幸福，永远不变。🌼🌺🌿让惦记，每天不断。让健康，一生相伴。
㊗️老师“五一“劳动节快乐！[微笑][咖啡][玫瑰][握手]",否,"",视频待回复;待介绍老师;未破冰;激活;待发上课链接
"{""messageType"":""voice"",""messageTranscript"":""所以我们的时间跟你们的时间有两个小时的时差。你们七点钟的话，相当于我们这儿五点钟讲课。有时候就不能按时参加。"",""messageContent"":""http://dragnet-sunlands.oss-accelerate.aliyuncs.com/20260501/4fdb055389edbcb24c15e",否,"",赠品单;已领取赠品;回复时段11;2025Y11
"{""messageType"":""voice"",""messageTranscript"":""祝你五一劳动节，快乐工作顺利嗯，身体健康每天都开心快乐。"",""messageContent"":""http://dragnet-sunlands.oss-accelerate.aliyuncs.com/20260501/3b7a9e2d275b3bfb6226e38235ded4c7_a02f5f1c-5069-",否,"",赠品单;已领取赠品;回复时段11;2025Y11
老师好，我方便。谢谢您关照！,是,"","260503"
一次上多久,否,咱们不是抖音直播哦，是在微信里发链接上课的。每晚大概 90 分钟，时间很充裕，能让您静下心来慢慢练。这样既能学透技法，又不会觉得太累，刚好够您沉浸在这段专注时光里🌼。,"260503;重要;有时间;有工具;有工具"
方便,是,"","260503;重要"
好的谢谢,否,您太客气啦～那这两天您可以先准备下毛笔和墨汁，不用太专业，能写字就行。5 月 3 号晚上 6 点 50 开课，我会提前把链接发给您，咱们一起跟着陈墨院长体验毛笔书法的乐趣🌼,"260503;有时间"
好！没问题,否,收到您的回复啦！那您先忙，5 月 3 号晚上 6 点 50 分，我会准时把上课链接发给您。这两天您可以先找支毛笔备着，咱们是毛笔书法课，工具简单就好。期待和您一起静心练字🌼,"260503;有时间"
有,否,太好了！那您这两天可以提前准备一下：普通毛笔、墨汁和书法纸，超市文具店都能买到，不用太专业✏️\n\n5 月 3 号晚 6 点 50 开课，到时候我会在群里发链接，咱们跟着陈墨院长一起动笔体验，静心又放松～,"260503;有时间"
都有,是,"","260503;有时间"
好,是,"","260501;有时间;有工具;有工具"
